topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-30,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6165_A_Zoning_Committee_26-03-30_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-30,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6166_A_Columbus_City_Council_26-03-30_Agenda.pdf
land-use,banks,Banks County,county,13011,,2026-03-30,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-ee85b313ce0b4036a0a4498a70126a7c.pdf
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-03-27,Board of Commissioners,high,ocr,,annex; rezon,annexation; rezoning,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1731&Inline=True
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-03-26,Board of Commissioners,high,ocr,,conditional use; rezon; subdivision; variance,development; rezoning; special-land-use; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-319-vm-20260326125727108094.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-03-26,Committee of the Whole,high,legistar,,annex,annexation,"Commission District(s): 4 & 7 To consider consenting to the deannexation of property located at 5499 Woodsong Trace, Stone Mountain, GA, 30087 from the City of Stone Mountain. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4469&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-03-24,Board of Commissioners,high,ocr,,comprehensive plan; conditional use; rezon,comprehensive-plan; rezoning; special-land-use,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5031,plainText=false)"
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-23,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6159_A_Zoning_Committee_26-03-23_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-23,City Council,high,ocr,,annex; apartment; rezon; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6164_A_Columbus_City_Council_26-03-23_Agenda.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-03-23,Board of Commissioners,high,ocr,,conditional use; rezon; subdivision; variance,development; rezoning; special-land-use; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-319-ws-20260324122434767770.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-03-19,Board of Commissioners,high,ocr,,annex; rezon; townhome; variance; warehouse,annexation; development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5025,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-03-19,Planning Commission,high,granicus,,rezon,rezoning,… blic Hearings a) BOC2026-00046 (XX125 033A) 1872 Parker Dr; Robert and Barbara Wilson / Applicant and Owner. Request to rezone ±2.50 acres from AG (Agriculture) to AR (Agriculture Residential) for the realignment of property lines. VI. Adjournme …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1105
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-03-18,Board of Commissioners,high,legistar,,subdivision,development,"… val of Sanitary Sewer System Ownership, Operation, Maintenance, and Repair Agreement between Fulton County, a political subdivision of the State of Georgia, and Arkan Homes, LLC, for the purpose of granting Fulton County legal access to extend and mai …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6380&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-03-18,Board of Commissioners,high,ocr,,annex; apartment; subdivision; variance,annexation; development; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3430,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-03-18,Board of Commissioners,high,ocr,,annex; apartment; subdivision; variance,annexation; development; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3428,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-03-18,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-9eea3ac500304ad6accb881f78a0f52c.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-03-17,Board of Commissioners,high,ocr,,comprehensive plan; rezon; subdivision,comprehensive-plan; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2463,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-03-17,Board of Commissioners,high,ocr,,comprehensive plan; conditional use,comprehensive-plan; special-land-use,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3252,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-03-17,Board of Commissioners,high,ocr,,comprehensive plan; conditional use; future land use; mixed use; rezon; townhome; variance; warehouse,comprehensive-plan; development; rezoning; special-land-use; variance,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=5069&compileOutputType=1
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-03-17,Board of Commissioners,high,granicus,,annex; rezon; variance,annexation; rezoning; variance,… Investments. Consider a Board initiated rezoning for Pearidge Land Investments parcel concerning 63.05 +/- acres. 10.2 Annexation Request from the City of Woodstock. Consider annexation request from the City of Woodstock for two parcels on Rope …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1498
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-03-17,Planning & Zoning,high,ocr,,rezon; subdivision,development; rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2875,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-03-16,Board of Commissioners,high,ocr,,annex; comprehensive plan,annexation; comprehensive-plan,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5019,plainText=false)"
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-03-16,Planning & Zoning,high,ocr,,variance,variance,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7210,plainText=false)"
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2026-03-16,City Council,high,ocr,,future land use; mixed-use; rezon,comprehensive-plan; development; rezoning,,https://cityofcovington.org/ckeditorfiles/files/2026_CityCouncil_0316_Minutes.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-03-12,Zoning Advisory Board,high,ocr,,comprehensive plan; conditional use; future land use; multifamily; rezon; townhome; variance,comprehensive-plan; development; rezoning; special-land-use; variance,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2435,plainText=false)"
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-03-12,Zoning Board of Appeals,high,granicus,,subdivision; variance,development; variance,"… V Jeremy and Christine Moore (BOC Dist.1) Applicant is requesting a variance to Article 5, Section 5.5-11: Supplemental Subdivision Provisions, and Section 5.4 Access to Public Street to allow a flag lot to contain less than 30-feet of road frontage. …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1563
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-03-12,Board of Appeals,high,granicus,,subdivision; variance,development; variance,… Bradley / Applicant; Frank Giles / Owner. Request for a variance to UDC Sec 89-402(a) street frontage required for the subdivision of the parcel. VI. Adjournment Barrow County Government will assist citizens with special needs given proper notice (se …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1104
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-03-10,Board of Commissioners Work Session,high,ocr,,subdivision,development,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-481082a89b7e43f085289854ed0f0c13.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-03-10,Board of Commissioners Board Meeting,high,ocr,,rezon; subdivision,development; rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-b6d6b1ace90f4b0fb741f45276d5f267.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-03-10,Board of Commissioners,high,ocr,,annex; townhome,annexation; development,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5000,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-03-10,Board of Commissioners,high,ocr,,annex; conditional use; subdivision,annexation; development; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-06c2c76baea84aa0aa95dd868e268791.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-09,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6156_A_Zoning_Committee_26-03-09_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-09,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6158_A_Columbus_City_Council_26-03-09_Agenda.pdf
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-03-06,Planning Commission,high,granicus,,rezon,rezoning,"… ZONING CASES 2.1 Case #25-11-029 - Seth Stroud for Samba Creative Ventures, LLC (BOC Dist. 2). Applicant is seeking to rezone 1.38 +/- acres of a 3.23 +/- acre property from Estate Residential District (R-80) to Single-Family Residential (R-60) …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1482
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-03-05,Board of Commissioners,high,ocr,,rezon; subdivision; variance; warehouse,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4985,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-03-05,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1848,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-03-05,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-5d3410bc6de744298748fd422bd95f3f.pdf
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-03-04,Board of Commissioners,high,legistar,,multifamily,development,"… Solutions by approving a grant from funds previously set aside to aid in the construction of a 70-unit new construction multifamily development in Vine City that includes 63 affordable units and 7 market rate units, and for other purposes. (Barrett/Ab …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6379&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-03-03,Board of Commissioners,high,ocr,,annex; conditional use; rezon; subdivision,annexation; development; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-b424411713dd4bb78015082bdf2bbeed.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-03-03,Board of Commissioners,high,ocr,,comprehensive plan; future land use; rezon,comprehensive-plan; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2432,plainText=false)"
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-03-03,Planning & Zoning,high,ocr,,rezon; townhome,development; rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7192,plainText=false)"
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-03-03,Board of Commissioners,high,ocr,,annex,annexation,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7202,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-03-03,Board of Commissioners,high,ocr,,rezon; variance,rezoning; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3257,plainText=false)"
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-03-03,Planning Commission,high,granicus,,rezon; subdivision,development; rezoning,"… Bow Trail 5, LLC (BOC Dist. 2). The applicant is requesting to rezone 6.9 +/- acres from R-80 to R-60 for a residential subdivision. 3. OTHER BUSINESS ADJOURN",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1479
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-03-03,Board of Commissioners,high,ocr,,annex; rezon; warehouse,annexation; development; rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2866,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-03-03,Planning Commission,high,ocr,,annex; conditional use,annexation; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-12c632aa52bb48bf81e81488a913fbdc.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-02,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6153_A_Zoning_Committee_26-03-02_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-03-02,City Council,high,ocr,,annex; apartment; rezon; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/3/6155_A_Columbus_City_Council_26-03-02_Agenda.pdf
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-03-02,Board of Commissioners,high,ocr,,annex,annexation,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7198,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-02-26,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-7d7c0745c3fd4b9e91d710395e675d70.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-02-24,Board of Commissioners,high,ocr,,annex,annexation,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3978,plainText=false)"
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-02-23,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/2/6150_A_Zoning_Committee_26-02-23_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-02-23,City Council,high,ocr,,annex; apartment; rezon; subdivision; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/2/6152_A_Columbus_City_Council_26-02-23_Agenda.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-02-19,Board of Commissioners,high,ocr,,rezon; variance; warehouse,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2969,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-02-19,Planning Commission,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,"… ce Coles / Owner; Request to rezone ± 90.24 acres from A G (Agriculture) to R-1 (Low Density Single Family) for a major subdivision. d) BOC2025-00044 (XX048 053) 0 County Line-Auburn Rd; Verterra Development, LLC / Applicant; Jessica Ogburn / Owner; R …",https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1094
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-02-18,Board of Commissioners,high,legistar,,multifamily; subdivision,development,"Request approval of a Water Easement Dedication of 11,674.08 square feet to Fulton County, a political subdivision of the State of Georgia, from Arkan Bethany, LLC, for the purpose of constructing the Elara at Bethany Project at 3475- …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6378&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-02-17,Board of Appeals,high,ocr,,variance,variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-a2df887792154307ae28077450f8d4ff.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-02-17,City Council,high,ocr,,rezon; variance,rezoning; variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2124&Inline=True
land-use,coweta,Coweta County,county,13077,,2026-02-17,Board of Commissioners,high,ocr,,comprehensive plan; rezon; variance,comprehensive-plan; rezoning; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3215,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-02-17,Board of Commissioners,high,ocr,,apartment; comprehensive plan; conditional use; land use permit; mixed use; mixed-use; rezon; special land use; variance,comprehensive-plan; development; rezoning; special-land-use; variance,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=4571&compileOutputType=1
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-02-17,Planning & Zoning,high,ocr,,rezon; warehouse,development; rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1849,plainText=false)"
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-02-13,Board of Commissioners,high,ocr,,annex,annexation,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1728&Inline=True
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-02-12,Board of Appeals,high,granicus,,subdivision; variance,development; variance,… est to UDC Sec. 89-402 for minimum lot frontage and a variance request to UDC Sec. 89-403 for minimum lot width for the subdivision of the parcel. VI. Adjournment Barrow County Government will assist citizens with special needs given proper notice (se …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1090
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-02-10,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-1cd975e9dfea4c6dbc4bcb3d0e344365.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-02-10,Board of Commissioners Board Meeting,high,ocr,,rezon,rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-54288d8be59740359d3bf2da17afb938.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-02-10,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2954,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-02-10,Board of Commissioners,high,ocr,,annex; conditional use; rezon; subdivision,annexation; development; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-10e6ebb0bbd748e9a8bb9e07bfd4071a.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-02-09,Zoning Committee,high,ocr,,apartment; mixed-use; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/2/6147_A_Zoning_Committee_26-02-09_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-02-09,City Council,high,ocr,,subdivision,development,,https://legistar3.granicus.com/Columbus/meetings/2026/2/6149_A_Columbus_City_Council_26-02-09_Agenda.pdf
land-use,banks,Banks County,county,13011,,2026-02-09,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-f28daf3179cb47e1890db54177cb8c04.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-02-05,Board of Commissioners,high,ocr,,rezon; variance; warehouse,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2941,plainText=false)"
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-02-04,Board of Commissioners,high,legistar,,subdivision,development,"Request approval of a Water Vault Easement Dedication of 502 square feet to Fulton County, a political subdivision of the State of Georgia, from Aga Khan Foundation U.S.A., owner, for the purpose of constructing the JK Facility Projec …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6376&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-02-03,Board of Commissioners,high,ocr,,annex; comprehensive plan; future land use; mixed use; rezon,annexation; comprehensive-plan; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2409,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-02-03,Board of Commissioners,high,ocr,,annex,annexation,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3187,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-02-03,Board of Commissioners,high,ocr,,variance,variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3381,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-02-03,Board of Commissioners,high,ocr,,variance,variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3379,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-02-03,Planning Commission,high,ocr,,annex; conditional use,annexation; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-8e3454fcce1e4b7b857e36b4b5dbe258.pdf
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-01-30,Board of Commissioners,high,ocr,,rezon,rezoning,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1726&Inline=True
land-use,coweta,Coweta County,county,13077,,2026-01-29,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3148,plainText=false)"
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-01-27,Planning Commission,high,ocr,,rezon; variance,rezoning; variance,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2112&Inline=True
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-01-27,Board of Commissioners Work Session,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-ed4790474e7449b4b3f9c22134c2a109.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-01-27,Board of Commissioners Board Meeting,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-70691936ce5d437999459a085bddef48.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-01-27,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2927,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-01-27,Board of Commissioners,high,ocr,,annex; comprehensive plan,annexation; comprehensive-plan,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-a86ae76023d74f68a4b597f2e5007652.pdf
land-use,banks,Banks County,county,13011,,2026-01-27,Board of Commissioners,high,ocr,,annex; subdivision,annexation; development,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-dfad3940dad74894b2065f9b5d3c84b6.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-01-26,Zoning Committee,high,ocr,,rezon; variance,rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/1/6146_M_Zoning_Committee_26-01-26_Minutes_-_Final.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-01-26,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/1/6145_A_Columbus_City_Council_26-01-26_Agenda.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-01-22,Board of Commissioners,high,ocr,,rezon; variance; warehouse,development; rezoning; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2915,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-01-22,Board of Commissioners,high,ocr,,annex; variance,annexation; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3157,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-01-22,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-6620a4deb6534dc782dabcc29072e9fd.pdf
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-01-21,Board of Commissioners,high,legistar,,subdivision,development,"Request approval of a Sewer Easement Relocation Dedication of 300 square feet to Fulton County, a political subdivision of the State of Georgia, from Braj, LLC, for the purpose of constructing a Proposed Convenience Store at 4175 Fulton In …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6375&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-01-20,City Council,high,ocr,,rezon; warehouse,development; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2119&Inline=True
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-01-20,Board of Commissioners,high,ocr,,annex; multifamily; rezon; subdivision,annexation; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2413,plainText=false)"
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2026-01-20,City Council,high,ocr,,annex; future land use; subdivision,annexation; comprehensive-plan; development,,https://cityofcovington.org/ckeditorfiles/files/2026_CityCouncil_0120_Minutes.pdf
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-01-20,Board of Commissioners,high,ocr,,apartment; comprehensive plan; conditional use; future land use; mixed use; mixed-use; rezon; subdivision; townhome,comprehensive-plan; development; rezoning; special-land-use,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=4425&compileOutputType=1
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-01-20,Board of Commissioners,high,ocr,,apartment; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3360,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-01-20,Board of Commissioners,high,ocr,,apartment; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3362,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-01-20,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-478e260114904474a9cd4a96e5639a2a.pdf
