topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
land-use,douglas,Douglas County,county,13097,Atlanta Regional Commission,2026-05-04,Board of Commissioners,high,ocr,,annex; apartment; rezon; townhome,annexation; development; rezoning,,"https://douglascountyga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=7300,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-04-30,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-1d0cf274d93c49f8bf6cfd48cf4306c6.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-04-28,Planning Commission,high,ocr,,conditional use; future land use; mixed use; rezon; subdivision,comprehensive-plan; development; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_04282026-956
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-04-28,Planning Commission,high,ocr,,conditional use; future land use; mixed use; rezon; subdivision,comprehensive-plan; development; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_04282026-955
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-04-28,Board of Commissioners,high,ocr,,apartment; rezon; subdivision; variance; warehouse,development; rezoning; variance,,https://www.gwinnettcounty.com/static/upload/bac/52/20260428/a_67025_2026.04.28___Public_Hearing_Agenda.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-04-28,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5049,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-04-28,Board of Commissioners,high,ocr,,annex,annexation,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5076,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-04-28,Board of Commissioners,high,legistar,,annex; slup,annexation; special-land-use,"… elated Services. For use by the Department of Facilities Management (FM) to obtain audiovisual equipment for the Maloof Annex Auditorium. Awarded to Atlanta Soundworks, LLC: Amount Not To Exceed: $1,000,000.00. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4471&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-04-28,Board of Commissioners,high,ocr,,comprehensive plan,comprehensive-plan,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8847,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-04-28,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-1f0e7ce4f00247f2be5ffd9032135e47.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-27,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6177_A_Zoning_Committee_26-04-27_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-27,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6179_A_Columbus_City_Council_26-04-27_Agenda.pdf
land-use,coweta,Coweta County,county,13077,,2026-04-23,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3321,plainText=false)"
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-04-21,Board of Appeals,high,ocr,,variance,variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-a9d7a1b8c277404e9da6a1b15d0d5f5f.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-04-21,Board of Commissioners,high,ocr,,rezon; subdivision; variance; warehouse,development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-321-vm-20260421175750307340.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-04-21,Committee of the Whole,high,legistar,,annex; slup,annexation; special-land-use,"… elated Services. For use by the Department of Facilities Management (FM) to obtain audiovisual equipment for the Maloof Annex Auditorium. Awarded to Atlanta Soundworks, LLC: Amount Not To Exceed: $1,000,000.00. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4470&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-04-21,Board of Commissioners,high,ocr,,annex; conditional use; subdivision,annexation; development; special-land-use,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3326,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-04-21,Board of Commissioners,high,ocr,,land use permit; rezon; slup; special land use; variance; warehouse,development; rezoning; special-land-use; variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8813,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-04-21,Board of Commissioners,high,ocr,,comprehensive plan; conditional use; future land use; mixed use; rezon; subdivision; townhome; variance; warehouse,comprehensive-plan; development; rezoning; special-land-use; variance,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=5111&compileOutputType=1
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-04-21,Mayor & Commission,high,ocr,,annex; apartment; comprehensive plan; conditional use; future land use; land use plan; mixed use; mixed-use; multi-family; multifamily; rezon; subdivision; townhome; variance; warehouse,annexation; comprehensive-plan; development; rezoning; special-land-use; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_04212026-2941
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-04-21,Board of Commissioners,high,granicus,,rezon; subdivision,development; rezoning,… Land Investments parcel concerning 63.05 +/- acres. 11. CONSENT AGENDA 11.1 Private Street Designation - Trinity Creek Subdivision (Dist.1). Consider request and resolution from the Trinity Creek Homeowners Association Inc. to privatize roadways with …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1517
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-04-21,Planning & Zoning,high,ocr,,conditional use; rezon,rezoning; special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2879,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-04-21,Board of Commissioners,high,ocr,,apartment; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3470,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-04-21,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-f27778ced9f24953aa606a0f4dc040e6.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-20,Zoning Committee,high,ocr,,variance,variance,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6173_A_Zoning_Committee_26-04-20_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-20,City Council,high,ocr,,annex; apartment; multifamily; rezon; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6175_A_Columbus_City_Council_26-04-20_Agenda.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-04-20,Board of Commissioners,high,ocr,,rezon; subdivision; variance; warehouse,development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-321-ws-20260420124427056832.pdf
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2026-04-20,City Council,high,ocr,,mixed-use; rezon,development; rezoning,,https://cityofcovington.org/ckeditorfiles/files/2026_CityCouncil_0420_Minutes.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-04-16,Board of Commissioners,high,ocr,,apartment; subdivision; variance; warehouse,development; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5060,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-04-16,Planning Commission,high,granicus,,rezon,rezoning,"… ; John, Dana , and Christy Bennett / Owners; Future L and Use Map a mendment (FLUM) to Suburban Residential. Request to rezone ±6.48 acres from AG (Agriculture) to R-1 (Low Density Single-family Residential) to subdivide into 3 tracts. VI. Adjou …",https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1111
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-04-15,Board of Commissioners,high,legistar,,apartment; multifamily; subdivision,development,"Request approval of a Water Easement Dedication of 226,350 square feet to Fulton County, a political subdivision of the State of Georgia, from Blakely Manor Development LLC, for the purpose of constructing the Blakely Manor S/D Proj …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6382&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-04-15,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8806,plainText=false)"
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-04-14,Board of Commissioners Work Session,high,ocr,,rezon,rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-8b49cef7e2f04e02b6a068772d978ecb.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-04-14,Board of Commissioners Board Meeting,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-17453c2f44b641d6b8cdab849b6021a9.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-04-14,Board of Commissioners,high,ocr,,annex; comprehensive plan; future land use; multifamily; rezon; subdivision,annexation; comprehensive-plan; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2489,plainText=false)"
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-04-14,Board of Commissioners,high,ocr,,subdivision,development,,https://www.gwinnettcounty.com/static/upload/bac/52/20260414/a_82718_2026.04.14___Work_Session_Agenda.pdf
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-04-14,Board of Commissioners,high,ocr,,subdivision,development,,https://www.gwinnettcounty.com/static/upload/bac/52/20260414/a_7698_2026.04.14___Business_Session_Agenda.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-04-14,Board of Commissioners,high,legistar,,annex,annexation,"Commission District(s): 4 & 7 To consider consenting to the deannexation of property located at 5499 Woodsong Trace, Stone Mountain, GA, 30087 from the City of Stone Mountain. Resolution",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4585&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-04-14,Board of Commissioners,high,ocr,,annex,annexation,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8804,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-04-14,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2895,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-04-14,Board of Commissioners,high,ocr,,annex; conditional use; rezon,annexation; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-8545fdb0f2f148f9947cd3d69fe38970.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-13,Zoning Committee,high,ocr,,variance; warehouse,development; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6167_A_Zoning_Committee_26-04-13_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-04-13,City Council,high,ocr,,annex; variance,annexation; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/4/6172_A_Columbus_City_Council_26-04-13_Agenda.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-04-09,Board of Commissioners,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-320-vm-20260409132737313623.pdf
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-04-09,Zoning Board of Appeals,high,granicus,,subdivision; variance,development; variance,"… ght (BOC Dist. 1) Applicant is seeking a variance to Article 5, Section 5.4, Access to Public Street and 5.5-2 Types of Subdivision to allow for a rural subdivision to be served by a shared easement and to Article 4 of the Cherokee County Development …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1515
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-04-09,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2873,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-04-07,Board of Commissioners,high,ocr,,rezon; subdivision,development; rezoning,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3282,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-04-07,Planning Commission,high,ocr,,land use permit; rezon; slup; special land use; variance; warehouse,development; rezoning; special-land-use; variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8779,plainText=false)"
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-04-07,Planning Commission,high,granicus,,mixed-use; multi-family; rezon; variance,development; rezoning; variance,"… mmercial), GC (General Commercial) and OI (Office/Institutional) to GC (General Commercial) (4.46 +/- acres) and RM-16 (Multi-Family Residential) (35 +/- acres) for a Mixed-Use Development. The applicant is also requesting variances to Article 16, Sect …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1510
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-04-07,Board of Commissioners,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,"… ted to postpone to May 5, 2026. The applicant is requesting to rezone 6.9 +/- acres from R-80 to R-60 for a residential subdivision. 10.5 Michael Willis for Province Development, Inc. - Modification & Concurrent Variance (BOC Dist. 3). - Applicant has …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1508
